refund_id,order_item_id,refund_amount_usd,refund_date
874,5107,21.55,2026-01-21
875,973,40.41,2026-01-21
876,7202,39.04,2026-01-21
877,33062,33.80,2026-01-21
878,17536,32.03,2026-01-21
879,3122,44.01,2026-01-21
880,11330,42.89,2026-01-21
881,23626,58.11,2026-01-21
882,25830,32.07,2026-01-21
883,34959,35.16,2026-01-21
884,7133,28.19,2026-01-21
885,6194,27.15,2026-01-21
886,28244,24.12,2026-01-21
887,38714,22.29,2026-01-21
888,5967,20.34,2026-01-21
889,21038,44.23,2026-01-21
890,13404,31.62,2026-01-21
891,17206,18.45,2026-01-21
892,22573,25.29,2026-01-21
893,10528,45.09,2026-01-21
894,30133,11.92,2026-01-21
895,32411,28.06,2026-01-21
896,16384,25.05,2026-01-21
897,27433,22.45,2026-01-21
898,7758,28.58,2026-01-21
899,16421,15.68,2026-01-21
900,19376,49.60,2026-01-21
901,15193,46.52,2026-01-21
902,22423,28.11,2026-01-21
903,32728,26.78,2026-01-21
904,34485,23.92,2026-01-21
905,23957,33.89,2026-01-21
906,28511,43.64,2026-01-21
907,19252,46.16,2026-01-21
908,26012,36.80,2026-01-21
909,12491,24.15,2026-01-21
910,35175,44.05,2026-01-21
911,11250,15.74,2026-01-21
912,17561,36.62,2026-01-21
913,32912,40.04,2026-01-21
914,30349,35.42,2026-01-21
915,21455,35.35,2026-01-21
916,17613,46.73,2026-01-21
917,13056,27.26,2026-01-21
918,11369,21.98,2026-01-21
919,23470,29.30,2026-01-21
920,23025,46.15,2026-01-21
921,3638,22.08,2026-01-21
922,5717,28.41,2026-01-21
923,3814,27.09,2026-01-21
924,24528,38.22,2026-01-21
925,6104,37.43,2026-01-21
926,11012,40.39,2026-01-21
927,29094,43.71,2026-01-21
928,905,31.54,2026-01-21
929,19615,53.35,2026-01-21
930,36046,35.56,2026-01-21
931,15541,43.19,2026-01-21
932,11221,40.38,2026-01-21
933,5962,36.46,2026-01-21
934,35877,39.14,2026-01-21
935,4270,33.25,2026-01-21
936,30830,21.07,2026-01-21
937,23098,24.75,2026-01-21
938,30567,11.11,2026-01-21
939,14528,21.86,2026-01-21
940,38945,26.43,2026-01-21
941,30532,34.23,2026-01-21
942,29160,26.38,2026-01-21
943,39245,18.52,2026-01-21
944,36142,41.75,2026-01-21
945,4397,26.21,2026-01-21
946,33483,17.92,2026-01-21
947,18179,11.48,2026-01-21
948,31146,39.73,2026-01-21
949,4859,17.43,2026-01-21
950,17795,39.46,2026-01-21
951,24968,45.67,2026-01-21
952,34058,16.16,2026-01-21
953,33258,33.74,2026-01-21
954,23714,37.83,2026-01-21
955,29642,30.94,2026-01-21
956,23451,20.23,2026-01-21
957,17484,46.64,2026-01-21
958,32275,10.64,2026-01-21
959,34057,45.97,2026-01-21
960,16645,38.59,2026-01-21
961,12808,35.59,2026-01-21
962,33715,41.25,2026-01-21
963,23245,22.79,2026-01-21
964,545,46.17,2026-01-21
965,38436,43.86,2026-01-21
966,5703,46.89,2026-01-21
967,1517,33.39,2026-01-21
968,12663,48.62,2026-01-21
969,361,47.53,2026-01-21
970,39542,17.26,2026-01-21
971,32492,25.82,2026-01-21
972,29756,15.39,2026-01-21
973,23285,52.86,2026-01-21
974,27771,46.39,2026-01-21
975,362,16.29,2026-01-21
976,26917,25.72,2026-01-21
977,10424,40.52,2026-01-21
978,17213,17.88,2026-01-21
979,32919,18.03,2026-01-21
980,27614,45.57,2026-01-21
981,20993,36.28,2026-01-21
982,21889,48.73,2026-01-21
983,28937,26.56,2026-01-21
984,21221,22.11,2026-01-21
985,5126,27.87,2026-01-21
986,7483,36.73,2026-01-21
987,28603,27.85,2026-01-21
988,23658,9.47,2026-01-21
989,36731,37.64,2026-01-21
990,21698,28.17,2026-01-21
991,37351,24.03,2026-01-21
992,21941,22.05,2026-01-21
993,12449,40.77,2026-01-21
994,29627,26.73,2026-01-21
995,12300,22.88,2026-01-21
996,14827,40.02,2026-01-21
997,29629,20.81,2026-01-21
998,21026,48.86,2026-01-21
999,22077,41.58,2026-01-21
1000,28969,19.75,2026-01-21
1001,30735,18.56,2026-01-21
1002,19549,34.31,2026-01-21
1003,29314,29.75,2026-01-21
1004,4789,44.89,2026-01-21
1005,39258,37.52,2026-01-21
1006,39844,41.29,2026-01-21
1007,1567,41.27,2026-01-21
1008,27298,41.74,2026-01-21
1009,9440,17.68,2026-01-21
1010,34304,15.52,2026-01-21
1011,15886,21.81,2026-01-21
1012,33057,48.96,2026-01-21
1013,32053,47.04,2026-01-21
1014,892,28.60,2026-01-21
1015,17086,24.16,2026-01-21
1016,4546,35.17,2026-01-21
1017,29313,16.76,2026-01-21
1018,18465,23.70,2026-01-21
1019,20298,33.12,2026-01-21
1020,26065,40.35,2026-01-21
1021,10500,29.65,2026-01-21
1022,32779,21.24,2026-01-21
1023,24901,21.18,2026-01-21
1024,23557,38.75,2026-01-21
1025,10450,45.19,2026-01-21
1026,17074,43.51,2026-01-21
1027,2617,22.22,2026-01-21
1028,665,24.84,2026-01-21
1029,39635,23.57,2026-01-21
1030,5169,19.41,2026-01-21
1031,30883,38.75,2026-01-21
1032,25768,55.18,2026-01-21
1033,26691,27.64,2026-01-21
1034,26554,23.29,2026-01-21
1035,5587,19.46,2026-01-21
1036,14391,19.65,2026-01-21
1037,37119,16.97,2026-01-21
1038,30495,27.59,2026-01-21
1039,22864,25.19,2026-01-21
1040,6340,29.43,2026-01-21
1041,22049,26.50,2026-01-21
1042,33397,22.06,2026-01-21
1043,10884,28.86,2026-01-21
1044,29711,35.75,2026-01-21
1045,29004,15.56,2026-01-21
1046,6136,18.06,2026-01-21
1047,1810,28.74,2026-01-21
1048,12952,11.06,2026-01-21
1049,23396,30.27,2026-01-21
1050,31899,19.30,2026-01-21
1051,28242,28.97,2026-01-21
1052,38859,12.90,2026-01-21
1053,25364,17.99,2026-01-21
1054,13148,45.40,2026-01-21
1055,12782,43.68,2026-01-21
1056,9454,46.74,2026-01-21
1057,7231,21.06,2026-01-21
1058,22048,19.98,2026-01-21
1059,20919,23.75,2026-01-21
1060,30429,59.84,2026-01-21
1061,32436,39.27,2026-01-21
1062,32857,21.42,2026-01-21
1063,25200,25.28,2026-01-21
1064,10438,15.52,2026-01-21
1065,23540,39.20,2026-01-21
1066,30717,22.22,2026-01-21
1067,4816,56.86,2026-01-21
1068,22971,43.22,2026-01-21
1069,596,21.01,2026-01-21
1070,8194,54.23,2026-01-21
1071,29928,33.28,2026-01-21
1072,27149,44.19,2026-01-21
1073,7581,31.74,2026-01-21
1074,5432,40.90,2026-01-21
1075,4771,40.19,2026-01-21
1076,15420,21.94,2026-01-21
1077,33745,29.10,2026-01-21
1078,15493,34.44,2026-01-21
1079,9881,36.48,2026-01-21
1080,27924,32.89,2026-01-21
1081,22634,43.56,2026-01-21
1082,23480,44.93,2026-01-21
1083,1736,37.09,2026-01-21
1084,31268,39.44,2026-01-21
1085,32228,16.85,2026-01-21
1086,25414,35.12,2026-01-21
1087,29585,37.19,2026-01-21
1088,18513,30.47,2026-01-21
1089,26570,33.51,2026-01-21
1090,30159,29.60,2026-01-21
1091,17003,32.89,2026-01-21
1092,26876,18.97,2026-01-21
1093,12000,27.65,2026-01-21
1094,33613,27.83,2026-01-21
1095,16711,24.29,2026-01-21
1096,19393,30.84,2026-01-21
1097,7670,55.61,2026-01-21
1098,5766,26.54,2026-01-21
1099,24841,30.30,2026-01-21
1100,39289,42.82,2026-01-21
1101,26875,40.95,2026-01-21
1102,18891,15.82,2026-01-21
1103,3530,19.79,2026-01-21
1104,17189,31.90,2026-01-21
1105,16938,24.30,2026-01-21
1106,34279,29.88,2026-01-21
1107,30197,19.24,2026-01-21
1108,38305,26.23,2026-01-21
1109,12428,17.13,2026-01-21
1110,33,37.64,2026-01-21
1111,27052,37.72,2026-01-21
1112,14508,49.04,2026-01-21
1113,15009,26.67,2026-01-21
1114,37058,59.60,2026-01-21
1115,519,40.99,2026-01-21
1116,26870,40.33,2026-01-21
1117,16570,22.45,2026-01-21
1118,26442,37.31,2026-01-21
1119,11112,20.62,2026-01-21
1120,28522,41.70,2026-01-21
1121,12713,48.02,2026-01-21
1122,34395,47.01,2026-01-21
1123,35163,33.93,2026-01-21
1124,20103,49.21,2026-01-21
1125,22337,20.72,2026-01-21
1126,32823,16.35,2026-01-21
1127,8960,44.03,2026-01-21
1128,153,35.95,2026-01-21
1129,28950,16.36,2026-01-21
1130,31399,39.47,2026-01-21
1131,39331,23.00,2026-01-21
1132,7970,34.66,2026-01-21
1133,17691,35.71,2026-01-21
1134,7302,28.13,2026-01-21
1135,34222,16.98,2026-01-21
1136,18194,19.74,2026-01-21
1137,2130,35.09,2026-01-21
1138,4894,24.03,2026-01-21
1139,39202,23.00,2026-01-21
1140,38804,27.89,2026-01-21
1141,10232,30.54,2026-01-21
1142,35565,27.78,2026-01-21
1143,32056,21.86,2026-01-21
1144,20923,32.63,2026-01-21
1145,12477,16.57,2026-01-21
1146,31377,20.91,2026-01-21
1147,29897,17.43,2026-01-21
1148,16976,41.91,2026-01-21
1149,7729,26.50,2026-01-21
1150,30486,29.42,2026-01-21
1151,3281,20.06,2026-01-21
1152,23475,43.25,2026-01-21
1153,13731,11.76,2026-01-21
1154,22162,23.97,2026-01-21
1155,15306,10.77,2026-01-21
1156,27524,37.15,2026-01-21
1157,32147,36.44,2026-01-21
1158,21959,41.33,2026-01-21
1159,33783,17.88,2026-01-21
1160,3215,23.02,2026-01-21
1161,24770,19.77,2026-01-21
1162,21942,30.66,2026-01-21
1163,35482,42.17,2026-01-21
1164,13754,30.07,2026-01-21
1165,3105,37.57,2026-01-21
1166,20000,43.58,2026-01-21
1167,4948,45.69,2026-01-21
1168,5309,17.24,2026-01-21
1169,39307,43.98,2026-01-21
1170,32713,14.82,2026-01-21
1171,20837,34.67,2026-01-21
1172,9997,48.15,2026-01-21
1173,38300,37.66,2026-01-21
1174,569,36.49,2026-01-21
1175,6277,20.28,2026-01-21
1176,156,41.04,2026-01-21
1177,14773,34.24,2026-01-21
1178,28871,36.90,2026-01-21
1179,2667,37.98,2026-01-21
1180,6595,49.16,2026-01-21
1181,19412,48.60,2026-01-21
1182,39746,16.29,2026-01-21
1183,4396,15.34,2026-01-21
1184,12843,28.03,2026-01-21
1185,29680,38.33,2026-01-21
1186,9786,27.77,2026-01-21
1187,21787,13.95,2026-01-21
1188,599,23.85,2026-01-21
1189,16906,55.26,2026-01-21
1190,1758,40.99,2026-01-21
1191,39198,19.87,2026-01-21
1192,1000,43.57,2026-01-21
1193,10047,25.82,2026-01-21
1194,1855,22.80,2026-01-21
1195,9869,54.61,2026-01-21
1196,22596,37.87,2026-01-21
1197,4937,45.89,2026-01-21
1198,25085,43.02,2026-01-21
1199,6525,38.00,2026-01-21
1200,12272,43.78,2026-01-21
1201,32825,16.06,2026-01-21
1202,32406,26.21,2026-01-21
1203,12176,44.92,2026-01-21
1204,1033,39.19,2026-01-21
1205,36184,17.84,2026-01-21
1206,35556,23.15,2026-01-21
1207,10685,27.31,2026-01-21
1208,12021,26.36,2026-01-21
1209,21656,25.87,2026-01-21
1210,960,44.96,2026-01-21
1211,15730,35.34,2026-01-21
1212,10760,21.57,2026-01-21
1213,3316,43.77,2026-01-21
1214,14702,16.13,2026-01-21
1215,27769,33.41,2026-01-21
1216,16694,57.35,2026-01-21
1217,39366,17.59,2026-01-21
1218,24705,25.40,2026-01-21
1219,29849,21.22,2026-01-21
1220,37514,19.32,2026-01-21
1221,2169,22.29,2026-01-21
1222,18723,26.24,2026-01-21
1223,11691,14.58,2026-01-21
1224,27346,45.00,2026-01-21
1225,7153,45.08,2026-01-21
1226,24457,44.57,2026-01-21
1227,32206,21.70,2026-01-21
1228,5937,25.86,2026-01-21
1229,18416,45.46,2026-01-21
1230,32550,26.57,2026-01-21
1231,25577,25.60,2026-01-21
1232,14087,29.60,2026-01-21
1233,10309,41.63,2026-01-21
1234,31260,43.52,2026-01-21
1235,4524,24.26,2026-01-21
1236,35418,48.04,2026-01-21
1237,36987,18.10,2026-01-21
1238,26170,28.04,2026-01-21
1239,15272,41.48,2026-01-21
1240,17004,15.67,2026-01-21
1241,23946,28.57,2026-01-21
1242,5716,31.07,2026-01-21
1243,38787,44.14,2026-01-21
1244,9480,19.45,2026-01-21
1245,7238,44.93,2026-01-21
1246,16588,28.78,2026-01-21
1247,37298,17.63,2026-01-21
1248,15537,26.21,2026-01-21
1249,33800,58.29,2026-01-21
1250,11243,38.95,2026-01-21
1251,35225,28.79,2026-01-21
1252,19611,38.65,2026-01-21
1253,21235,34.93,2026-01-21
1254,39204,14.88,2026-01-21
1255,8305,18.11,2026-01-21
1256,18012,38.45,2026-01-21
1257,36257,31.15,2026-01-21
1258,8139,44.41,2026-01-21
1259,37531,38.94,2026-01-21
1260,16146,27.18,2026-01-21
1261,24387,22.59,2026-01-21
1262,23187,9.68,2026-01-21
1263,23599,25.55,2026-01-21
1264,5464,41.27,2026-01-21
1265,11472,19.31,2026-01-21
1266,4634,44.42,2026-01-21
1267,10673,43.61,2026-01-21
1268,3045,29.19,2026-01-21
1269,15292,21.98,2026-01-21
1270,17570,39.77,2026-01-21
1271,4298,31.80,2026-01-21
1272,32070,18.26,2026-01-21
1273,25434,19.42,2026-01-21
1274,17390,16.33,2026-01-21
1275,18958,16.26,2026-01-21
1276,4913,43.68,2026-01-21
1277,27538,20.99,2026-01-21
1278,12170,26.54,2026-01-21
1279,4656,23.54,2026-01-21
1280,4372,32.79,2026-01-21
1281,2780,19.27,2026-01-21
1282,12852,23.23,2026-01-21
1283,29862,30.57,2026-01-21
1284,7877,21.14,2026-01-21
1285,23172,36.39,2026-01-21
1286,23935,27.76,2026-01-21
1287,14753,35.82,2026-01-21
1288,19725,49.74,2026-01-21
1289,25107,44.08,2026-01-21
1290,18744,47.26,2026-01-21
1291,1178,25.36,2026-01-21
1292,11737,48.89,2026-01-21
1293,16679,48.32,2026-01-21
1294,3519,58.10,2026-01-21
1295,31041,45.39,2026-01-21
1296,3732,44.53,2026-01-21
1297,35117,28.71,2026-01-21
1298,31391,14.83,2026-01-21
1299,18124,18.10,2026-01-21
1300,12515,21.64,2026-01-21
1301,9620,27.32,2026-01-21
1302,3393,29.74,2026-01-21
1303,35299,43.77,2026-01-21
1304,2423,45.60,2026-01-21
1305,24917,33.80,2026-01-21
1306,9395,18.56,2026-01-21
1307,2601,19.73,2026-01-21
1308,14133,41.03,2026-01-21
1309,4236,29.42,2026-01-21
1310,22672,28.81,2026-01-21
1311,25237,15.37,2026-01-21
1312,29533,20.30,2026-01-21
1313,33410,37.90,2026-01-21
1314,38783,17.61,2026-01-21
1315,33927,27.03,2026-01-21
1316,38289,11.94,2026-01-21
1317,23,29.65,2026-01-21
1318,19693,22.46,2026-01-21
1319,39376,38.16,2026-01-21
1320,12390,29.47,2026-01-21
1321,18434,23.01,2026-01-21
1322,11868,46.32,2026-01-21
1323,24379,15.07,2026-01-21
1324,38715,20.28,2026-01-21
1325,9966,48.42,2026-01-21
1326,15149,35.78,2026-01-21
1327,11128,29.14,2026-01-21
1328,12849,17.76,2026-01-21
1329,26497,16.23,2026-01-21
1330,5348,41.05,2026-01-21
1331,551,24.08,2026-01-21
1332,13794,28.52,2026-01-21
1333,20895,27.78,2026-01-21
1334,24248,35.15,2026-01-21
1335,25974,44.22,2026-01-21
1336,21918,20.93,2026-01-21
1337,32701,26.57,2026-01-21
1338,17019,37.70,2026-01-21
1339,35927,20.89,2026-01-21
1340,10924,44.96,2026-01-21
1341,9467,23.84,2026-01-21
1342,26083,49.80,2026-01-21
1343,9634,23.28,2026-01-21
1344,23397,14.16,2026-01-21
1345,34713,48.62,2026-01-21
1346,18870,33.05,2026-01-21
1347,37933,56.87,2026-01-21
1348,3825,46.76,2026-01-21
1349,36105,36.34,2026-01-21
1350,34511,11.52,2026-01-21
1351,20141,43.78,2026-01-21
1352,34466,19.16,2026-01-21
1353,3287,38.90,2026-01-21
1354,12868,16.38,2026-01-21
1355,10052,27.76,2026-01-21
1356,22833,25.69,2026-01-21
1357,6742,49.28,2026-01-21
1358,18221,35.34,2026-01-21
1359,20464,16.20,2026-01-21
1360,17028,26.28,2026-01-21
1361,37678,29.80,2026-01-21
1362,22959,34.99,2026-01-21
1363,26840,44.91,2026-01-21
1364,12163,34.79,2026-01-21
1365,37972,37.04,2026-01-21
1366,25595,15.20,2026-01-21
1367,4065,28.53,2026-01-21
1368,32716,39.03,2026-01-21
1369,21469,39.64,2026-01-21
1370,11730,43.86,2026-01-21
1371,3916,50.96,2026-01-21
1372,3771,37.34,2026-01-21
1373,33686,49.35,2026-01-21
1374,26035,27.49,2026-01-21
1375,13252,14.38,2026-01-21
1376,7839,27.81,2026-01-21
1377,5295,20.12,2026-01-21
1378,21520,49.33,2026-01-21
1379,8188,41.33,2026-01-21
1380,7318,29.40,2026-01-21
1381,1882,34.94,2026-01-21
1382,16278,35.66,2026-01-21
1383,15609,36.67,2026-01-21
1384,13369,44.00,2026-01-21
1385,15713,26.87,2026-01-21
1386,3181,54.00,2026-01-21
1387,3186,33.20,2026-01-21
1388,33956,44.45,2026-01-21
1389,243,38.17,2026-01-21
1390,30770,18.52,2026-01-21
1391,8767,34.83,2026-01-21
1392,38420,19.22,2026-01-21
1393,12914,43.37,2026-01-21
1394,13836,20.49,2026-01-21
1395,18360,20.49,2026-01-21
1396,37689,27.69,2026-01-21
1397,12581,46.07,2026-01-21
1398,10636,28.25,2026-01-21
1399,19819,33.93,2026-01-21
1400,30615,23.93,2026-01-21
1401,21609,32.38,2026-01-21
1402,25542,30.39,2026-01-21
1403,4733,21.17,2026-01-21
1404,6210,33.87,2026-01-21
1405,20471,48.06,2026-01-21
1406,7242,27.92,2026-01-21
1407,11672,20.62,2026-01-21
1408,29949,42.94,2026-01-21
1409,5489,27.15,2026-01-21
1410,35236,22.26,2026-01-21
1411,26460,22.27,2026-01-21
1412,5798,26.65,2026-01-21
1413,13917,56.43,2026-01-21
1414,38815,10.85,2026-01-21
1415,18851,39.93,2026-01-21
1416,8342,34.80,2026-01-21
1417,28279,40.82,2026-01-21
1418,23151,22.96,2026-01-21
1419,19019,15.03,2026-01-21
1420,35109,17.01,2026-01-21
1421,3545,37.90,2026-01-21
1422,21,41.25,2026-01-21
1423,14972,30.82,2026-01-21
1424,14209,22.97,2026-01-21
1425,23897,16.70,2026-01-21
1426,5864,47.02,2026-01-21
1427,778,40.24,2026-01-21
1428,27585,31.61,2026-01-21
1429,23962,12.56,2026-01-21
1430,16971,33.80,2026-01-21
1431,30851,20.26,2026-01-21
1432,13969,23.57,2026-01-21
1433,24237,19.50,2026-01-21
1434,27579,11.64,2026-01-21
1435,4847,39.90,2026-01-21
1436,33880,25.55,2026-01-21
1437,31927,18.84,2026-01-21
1438,35491,37.36,2026-01-21
1439,34829,33.06,2026-01-21
1440,21676,19.31,2026-01-21
1441,20749,21.36,2026-01-21
1442,29841,29.19,2026-01-21
1443,27300,47.69,2026-01-21
1444,22272,28.78,2026-01-21
1445,32467,20.91,2026-01-21
1446,7573,47.24,2026-01-21
1447,8071,38.32,2026-01-21
1448,23828,46.05,2026-01-21
1449,10066,47.19,2026-01-21
1450,20267,42.63,2026-01-21
1451,34066,35.47,2026-01-21
1452,8180,27.45,2026-01-21
1453,23258,17.69,2026-01-21
1454,6650,29.65,2026-01-21
1455,36462,41.10,2026-01-21
1456,12161,42.97,2026-01-21
1457,17042,42.90,2026-01-21
1458,26809,20.47,2026-01-21
1459,7962,48.33,2026-01-21
1460,35759,18.91,2026-01-21
1461,36530,39.76,2026-01-21
1462,1669,39.51,2026-01-21
1463,21243,35.94,2026-01-21
1464,37955,35.99,2026-01-21
1465,12929,21.30,2026-01-21
1466,18516,17.53,2026-01-21
1467,22523,22.74,2026-01-21
1468,2459,46.28,2026-01-21
1469,20376,17.12,2026-01-21
1470,32746,47.50,2026-01-21
1471,1320,22.49,2026-01-21
1472,25418,21.50,2026-01-21
1473,26842,21.49,2026-01-21
1474,26755,47.70,2026-01-21
1475,16919,25.66,2026-01-21
1476,26009,38.04,2026-01-21
1477,17671,49.64,2026-01-21
1478,16183,32.44,2026-01-21
1479,7829,38.76,2026-01-21
1480,10916,31.37,2026-01-21
1481,32403,35.06,2026-01-21
1482,8321,18.16,2026-01-21
1483,2690,18.07,2026-01-21
1484,16502,37.01,2026-01-21
1485,9065,32.96,2026-01-21
1486,16165,21.25,2026-01-21
1487,7335,35.84,2026-01-21
1488,30103,27.38,2026-01-21
1489,185,29.05,2026-01-21
1490,22183,28.69,2026-01-21
1491,17298,17.15,2026-01-21
1492,36414,43.18,2026-01-21
1493,17276,28.35,2026-01-21
1494,31966,31.42,2026-01-21
1495,34190,34.32,2026-01-21
1496,38903,29.42,2026-01-21
1497,32395,28.83,2026-01-21
1498,39369,16.48,2026-01-21
1499,22060,20.86,2026-01-21
1500,10632,59.60,2026-01-21
1501,16988,18.19,2026-01-21
1502,2190,25.52,2026-01-21
1503,24690,39.42,2026-01-21
1504,6047,39.72,2026-01-21
1505,10679,33.35,2026-01-21
1506,7069,20.02,2026-01-21
1507,25930,50.90,2026-01-21
1508,15617,36.27,2026-01-21
1509,13301,16.56,2026-01-21
1510,18686,45.02,2026-01-21
1511,5511,49.49,2026-01-21
1512,23306,29.71,2026-01-21
1513,25072,26.29,2026-01-21
1514,15156,19.25,2026-01-21
1515,32144,29.77,2026-01-21
1516,28022,29.03,2026-01-21
1517,15594,25.93,2026-01-21
1518,31356,16.43,2026-01-21
1519,25421,18.68,2026-01-21
1520,13171,36.11,2026-01-21
1521,18183,18.98,2026-01-21
1522,3544,31.92,2026-01-21
1523,34975,34.44,2026-01-21
1524,37546,37.61,2026-01-21
1525,24150,15.98,2026-01-21
1526,2792,43.76,2026-01-21
1527,36912,40.76,2026-01-21
1528,19491,18.13,2026-01-21
1529,35237,38.01,2026-01-21
1530,11513,48.64,2026-01-21
1531,9165,45.70,2026-01-21
1532,5556,36.39,2026-01-21
1533,21258,25.43,2026-01-21
1534,6345,27.78,2026-01-21
1535,11034,15.23,2026-01-21
1536,4459,20.05,2026-01-21
1537,5374,20.89,2026-01-21
1538,12335,37.15,2026-01-21
1539,215,23.20,2026-01-21
1540,7528,24.83,2026-01-21
1541,4986,48.34,2026-01-21
1542,5498,51.41,2026-01-21
1543,25877,15.06,2026-01-21
1544,30797,10.41,2026-01-21
1545,36382,58.03,2026-01-21
1546,15796,34.88,2026-01-21
1547,30085,44.56,2026-01-21
1548,18068,24.76,2026-01-21
1549,2611,24.31,2026-01-21
1550,34133,28.89,2026-01-21
1551,5527,32.67,2026-01-21
1552,4823,37.55,2026-01-21
1553,18405,15.65,2026-01-21
1554,16606,17.95,2026-01-21
1555,5984,32.00,2026-01-21
1556,2931,48.38,2026-01-21
1557,5148,51.89,2026-01-21
1558,1163,15.84,2026-01-21
1559,34504,31.70,2026-01-21
1560,35945,14.12,2026-01-21
1561,20342,20.34,2026-01-21
1562,35626,25.44,2026-01-21
1563,33771,51.00,2026-01-21
1564,26214,45.63,2026-01-21
1565,11652,47.79,2026-01-21
1566,8265,43.31,2026-01-21
1567,6233,56.12,2026-01-21
1568,26052,25.56,2026-01-21
1569,12432,32.26,2026-01-21
1570,6669,31.17,2026-01-21
1571,9046,38.55,2026-01-21
1572,34292,12.03,2026-01-21
1573,1764,36.52,2026-01-21
1574,2464,24.36,2026-01-21
1575,15461,29.69,2026-01-21
1576,7945,24.43,2026-01-21
1577,23933,32.48,2026-01-21
1578,3030,26.62,2026-01-21
1579,809,48.84,2026-01-21
1580,8637,28.54,2026-01-21
1581,29693,15.90,2026-01-21
1582,38399,15.15,2026-01-21
1583,8984,37.57,2026-01-21
1584,10782,15.34,2026-01-21
1585,1253,26.96,2026-01-21
1586,23380,48.69,2026-01-21
1587,6130,40.50,2026-01-21
1588,29345,25.27,2026-01-21
1589,15570,30.32,2026-01-21
1590,31278,21.79,2026-01-21
1591,15136,33.60,2026-01-21
1592,9230,16.65,2026-01-21
1593,35106,33.41,2026-01-21
1594,14950,36.03,2026-01-21
1595,13881,45.96,2026-01-21
1596,3341,44.75,2026-01-21
1597,15899,11.52,2026-01-21
1598,3088,32.47,2026-01-21
1599,29854,23.60,2026-01-21
1600,104,18.23,2026-01-21
1601,1399,34.36,2026-01-21
1602,5176,18.40,2026-01-21
1603,14666,49.39,2026-01-21
1604,21774,29.06,2026-01-21
1605,37616,30.67,2026-01-21
1606,7763,34.64,2026-01-21
1607,34503,29.46,2026-01-21
1608,33082,23.82,2026-01-21
1609,16811,24.38,2026-01-21
1610,23989,45.38,2026-01-21
1611,189,16.13,2026-01-21
1612,2686,22.80,2026-01-21
1613,34104,45.54,2026-01-21
1614,37999,48.08,2026-01-21
1615,32171,43.57,2026-01-21
1616,15640,24.15,2026-01-21
1617,17559,31.48,2026-01-21
1618,16222,20.20,2026-01-21
1619,3514,44.74,2026-01-21
1620,23479,22.61,2026-01-21
1621,8447,18.72,2026-01-21
1622,26648,40.41,2026-01-21
1623,14124,29.86,2026-01-21
1624,22291,31.01,2026-01-21
1625,22980,27.83,2026-01-21
1626,4626,18.47,2026-01-21
1627,26665,35.14,2026-01-21
1628,32845,33.80,2026-01-21
1629,38966,15.86,2026-01-21
1630,25743,39.98,2026-01-21
1631,1477,18.75,2026-01-21
1632,13659,20.48,2026-01-21
1633,26088,19.48,2026-01-21
1634,8204,32.08,2026-01-21
1635,36405,55.40,2026-01-21
1636,26932,58.31,2026-01-21
1637,1980,37.92,2026-01-21
1638,11153,31.94,2026-01-21
1639,22305,23.53,2026-01-21
1640,31252,37.85,2026-01-21
1641,38451,27.18,2026-01-21
1642,7142,38.37,2026-01-21
1643,35685,37.73,2026-01-21
1644,15364,14.49,2026-01-21
1645,11626,28.56,2026-01-21
1646,27779,29.23,2026-01-21
1647,34343,15.09,2026-01-21
1648,21975,23.97,2026-01-21
1649,35737,21.25,2026-01-21
1650,770,44.58,2026-01-21
1651,3457,49.32,2026-01-21
1652,13272,29.99,2026-01-21
1653,34443,41.93,2026-01-21
1654,1665,37.92,2026-01-21
1655,6584,15.03,2026-01-21
1656,31762,29.49,2026-01-21
1657,15923,14.64,2026-01-21
1658,15883,30.78,2026-01-21
1659,19891,45.07,2026-01-21
1660,35853,41.70,2026-01-21
1661,16101,30.38,2026-01-21
1662,7553,33.59,2026-01-21
1663,8954,31.70,2026-01-21
1664,19161,18.37,2026-01-21
1665,29496,17.11,2026-01-21
1666,6903,22.28,2026-01-21
1667,28573,37.88,2026-01-21
1668,37053,18.51,2026-01-21
1669,30279,34.40,2026-01-21
1670,34524,44.69,2026-01-21
1671,1655,32.95,2026-01-21
1672,30578,42.58,2026-01-21
1673,28412,34.89,2026-01-21
1674,19486,39.77,2026-01-21
1675,24470,17.57,2026-01-21
1676,9244,38.00,2026-01-21
1677,28527,42.13,2026-01-21
1678,8502,26.85,2026-01-21
1679,37928,19.42,2026-01-21
1680,38028,19.59,2026-01-21
1681,11201,59.69,2026-01-21
1682,15363,25.20,2026-01-21
1683,33379,12.48,2026-01-21
1684,21569,42.24,2026-01-21
1685,929,17.02,2026-01-21
1686,24942,36.43,2026-01-21
1687,26609,25.39,2026-01-21
1688,25687,28.38,2026-01-21
1689,3296,40.49,2026-01-21
1690,21701,43.79,2026-01-21
1691,7691,36.71,2026-01-21
1692,32281,55.86,2026-01-21
1693,21939,37.48,2026-01-21
1694,35064,32.01,2026-01-21
1695,38884,20.83,2026-01-21
1696,19595,15.54,2026-01-21
1697,21462,50.12,2026-01-21
1698,7062,16.16,2026-01-21
1699,32762,9.37,2026-01-21
1700,13149,17.92,2026-01-21
1701,33534,54.12,2026-01-21
1702,28394,44.82,2026-01-21
1703,22315,19.84,2026-01-21
1704,5153,18.55,2026-01-21
